x,y,z
0.023058397245477792,-0.025271656184372278,0.9340050815164912
-0.04381356502849168,-0.034019191716132116,0.9327908935129651
-0.1062278190835848,-0.02834174592737136,0.9239577429373008
-0.16314664573156998,-0.012018784281662183,0.9088541526476217
-0.21458895196637776,0.011147179511491221,0.8882807087452851
-0.26091839759647745,0.03867502236197275,0.8626759103080102
-0.29945731962391103,0.06677564317640909,0.8335781823684181
-0.3310913216339527,0.09508915330014708,0.8021286777171911
-0.35658730886997403,0.12342483034502287,0.7693364373538786
-0.3762989940445075,0.1506837608976014,0.7362691696189982
-0.3917355414169141,0.17680202435828316,0.7029586124782834
-0.4041578159347192,0.20088579890780225,0.6689972479398002
-0.41338495361402083,0.22215993195689895,0.635372389684747
-0.4094899541501652,0.24071995455632586,0.6195645499734793
-0.4154798707065381,0.25807489958361235,0.5872549454734421
-0.41915874720156443,0.2749264216658653,0.5562374018238867
-0.42064137087189596,0.2903309539500135,0.5272715408727895
-0.4205970541598924,0.30391682407111387,0.5000221252631334
-0.4191054541606404,0.3150446331752024,0.47575231653395844
-0.4130562484461296,0.3244896513019929,0.46828497901828864
-0.41092827338998417,0.3317383090118658,0.44683322604577513
-0.4083649649668917,0.3394950766454479,0.42975424536840373
-0.40536126516346993,0.34619417039186856,0.412366219123239
-0.4021353945959233,0.3517639312045112,0.39679947175204294
-0.3988951437903999,0.35610660756195966,0.38261488188153264
-0.39563973068010583,0.3598979065366476,0.36899729790818164
-0.3924906519100082,0.3628938879588672,0.35911519686551735
-0.38974976697922825,0.36593195347250834,0.3469366790009706
-0.39057545797184207,0.36675571866442325,0.3422086064130904
-0.38768909294266773,0.3693144319822528,0.33528266923250566
-0.3849612945697678,0.3718567051541885,0.32911326566281823
-0.3841718913818177,0.37454737924785175,0.32223986943467686
-0.38650941499640207,0.3764314339381172,0.31196236931583093
-0.39030842493730905,0.3752376842860731,0.30741106800439166
-0.3933088762456458,0.3760518107486819,0.3007704744808416
-0.39797888959881084,0.375872038227295,0.29693071634374674
-0.4058448372427244,0.37787267180178574,0.28445651528158544
-0.41090558902531826,0.3805266990512512,0.27467038924973564
-0.41570786473315435,0.3830724564884912,0.267858521633894
-0.4224273979807939,0.3858133700747213,0.26183681438331735
-0.4292769305084327,0.38507401175741224,0.25519303938592125
-0.4348200203167213,0.3852211070704504,0.24987382932028734
-0.4421459340285396,0.38357748269123737,0.24391069301405208
-0.4443054973313247,0.3847798651856591,0.24406875146208418
-0.44527553151209726,0.38724118198093127,0.24511554062292568
-0.44862455108714366,0.3907923275754353,0.24762221651456848
-0.45499818844636136,0.39535344687723567,0.2503041609058424
-0.4658025619841124,0.39258731271968156,0.24272848653024337
-0.4764740494624131,0.39001599360326056,0.23723676852139278
-0.46333986056111004,0.3892493754222333,0.24093292441861167
-0.45748049627253057,0.39132808235560484,0.2426035698925485
-0.44533126689887537,0.3918126636250215,0.24473640472101696
-0.4336837818503554,0.39505178800991,0.24539244280951683
-0.42256526932235844,0.3992831739942932,0.2430758665514624
-0.4135416184944721,0.4011448043333612,0.24274012438314937
-0.40806744345054496,0.40006517314058854,0.2462846832833308
-0.4005934880619844,0.40141043237724,0.2458800070230524
-0.3941102734565242,0.40233959997159685,0.2470264919164287
-0.38845189707465744,0.40226079509078827,0.24787693835569596
-0.3838192120765595,0.4005954835940647,0.248975676788695
