q1,q2,q3,q4,q5,q6,q7
-89.99871,-90.015144,-95.98168,-30.487913,-3.0576208,-5.790516,-13.14234
-89.99788,-90.0119,-90.18017,-26.394209,-9.189096,-21.877384,44.641243
-89.99831,-90.01793,-96.58156,-30.155758,-0.79946965,-4.149586,-20.75248
-89.998024,-90.02134,-97.50065,-27.799017,-2.074991,-2.6031263,-28.716555
-89.99793,-90.02147,-98.48053,-27.4818,-0.30178162,-2.724595,-30.565577
-89.99788,-90.02217,-98.723785,-27.164972,0.20758635,-2.532237,-31.572393
-89.99779,-90.02263,-98.91249,-28.365284,1.6447402,-2.563253,-31.399876
-89.99716,-90.02163,-96.73159,-28.419195,5.123712,-3.7192185,-16.394928
-89.9962,-90.019264,-89.52395,-26.720963,-1.0786631,-24.282145,53.969692
-89.99618,-90.02713,-96.27511,-29.128174,10.326612,-1.7195103,-32.437935
-89.99555,-90.031815,-99.579056,-30.974033,14.09793,3.3600428,-47.7378
-89.99443,-90.03747,-101.09327,-31.86923,18.60111,5.9649787,-56.32967
-90.00363,-89.98622,-82.18528,-33.08101,-4.1426334,25.65981,-6.149236
-90.00672,-89.98048,-83.038155,-42.171597,-7.607836,-91.32327,42.091835
-90.007484,-89.96928,-95.58291,-34.9351,4.3999414,48.41141,64.162865
-90.0089,-89.95934,-94.03995,-33.118065,-3.1085262,73.046326,103.10234
-90.00187,-89.9781,-92.63918,-32.615227,-3.912508,78.37236,-60.777027
-90.00163,-89.98297,-85.439384,-33.619396,-3.9312313,41.49063,-71.03702
-90.004524,-89.979515,-85.12713,-31.561226,-4.692013,34.428265,-25.212067
-90.00647,-89.97581,-86.73288,-31.754023,-6.6935005,41.456615,-3.2793717
-90.0079,-89.966385,-87.12131,-30.9484,-2.4100592,50.11677,21.09066
-90.00314,-89.98169,-82.519165,-26.9119,-3.816529,76.89596,67.183235
-89.99835,-89.9965,-89.85152,-33.20341,-5.224907,100.87516,93.32244
-90.004524,-89.98035,-84.24939,-28.593098,7.748214,48.16173,37.74427
-90.00352,-89.98317,-83.74012,-32.230724,1.5510048,19.090841,-38.058086
-90.00533,-89.97139,-87.86592,-33.249256,8.494245,-49.771427,-45.273163
-90.0072,-89.9779,-86.27305,-36.831398,-1.6398689,-127.36174,3.4906363
-90.00739,-89.986885,-82.67388,-45.52503,-3.9398093,-108.967354,37.351555
-90.00895,-89.97719,-88.39697,-47.215687,20.079607,-34.13348,78.87984
-89.9916,-90.03738,-89.2458,-40.558235,15.631386,-23.924128,41.45853
-89.99406,-90.033966,-93.47546,-33.817616,29.62654,-0.43523607,-35.635788
-89.995705,-90.02836,-97.14212,-32.02198,27.62546,-1.3612115,-42.73744
-89.99699,-90.01918,-98.30242,-29.072433,26.39748,-4.7616324,-31.63645
-89.99682,-90.01701,-98.32574,-27.342352,25.19917,-5.6636147,-27.345009
-89.99679,-90.016525,-96.91494,-27.43795,22.185108,-6.441729,-24.158314
-89.996956,-90.01703,-94.64985,-27.805662,20.28086,-5.8190684,-21.213312
-89.996735,-90.01211,-94.8755,-26.68948,10.212041,-13.623812,21.245031
-89.996925,-90.01409,-96.36107,-27.975931,18.37205,-7.7029185,-18.793259
-89.99697,-90.012245,-95.28316,-27.586555,21.779549,-5.8981853,-22.38753
-89.99707,-90.01163,-94.78271,-27.754679,24.04513,-4.7558546,-24.32092
-89.99716,-90.011566,-94.35919,-28.038294,23.83583,-4.589515,-24.152643
-89.997185,-90.011765,-93.86406,-28.514723,21.413994,-5.5103874,-21.828081
-89.99714,-90.01223,-95.90708,-28.844263,15.359623,-7.652957,-16.560179
-89.99755,-90.00922,-94.96497,-31.224817,11.393749,-8.9580555,-7.20996
-89.99727,-90.01221,-94.65488,-29.167284,17.10987,-6.4186516,-19.0403
-89.99738,-90.01135,-93.25683,-28.627691,24.212608,-4.210864,-23.894821
-89.99732,-90.01146,-94.279976,-28.51733,26.636574,-3.2143676,-25.726656
-89.99735,-90.01141,-93.99706,-28.557215,26.333529,-3.3583388,-25.382034
-89.997406,-90.011345,-92.877,-28.809969,23.599607,-4.535271,-23.004522
-89.997314,-90.01211,-94.46074,-29.39886,16.708239,-6.5242476,-18.233944
-89.99744,-90.0092,-94.247734,-30.855368,11.605696,-8.950185,-8.323628
-89.997116,-90.01202,-94.83359,-28.550907,18.68598,-6.7454033,-18.716322
-89.99702,-90.01149,-94.17906,-27.161758,25.555096,-5.134077,-23.035597
-89.99686,-90.01145,-95.11323,-26.257544,28.401398,-4.953222,-23.988968
-89.99665,-90.011566,-95.27769,-26.22931,28.83972,-5.9473987,-22.57558
-89.99634,-90.01311,-96.53572,-27.068233,26.77821,-8.751436,-17.555174
-89.996445,-90.01302,-93.60138,-29.095718,26.911919,-7.5863523,-12.419486
-89.99611,-90.01747,-91.92115,-29.998077,21.676012,-9.170692,20.240965
-89.99561,-90.02136,-95.31865,-33.331783,36.391968,-4.387998,-18.953558
-89.99473,-90.02753,-95.61064,-33.486794,41.289467,-1.4130812,-36.31767
-90.0028,-89.99063,-85.10904,-30.303852,30.931015,39.711075,-32.955112
-90.00088,-89.997116,-81.06924,-32.930565,25.660496,43.932877,-20.371729
-90.004234,-89.99664,-71.30524,-47.55963,3.5873675,-62.213383,42.956085
-90.00747,-89.972916,-86.06783,-38.447884,22.59834,23.52318,74.078964
-90.00775,-89.96748,-91.62598,-33.40999,18.698427,59.629875,81.24099
-90.00233,-89.97893,-88.86984,-30.57469,17.513144,93.19062,-73.62913
-90.00219,-89.97855,-80.63494,-32.082043,18.83914,46.3881,-54.85203
-90.00371,-89.97823,-80.84523,-32.535656,22.577814,39.616104,-18.916399
-90.00586,-89.96604,-86.023705,-36.16222,27.85091,51.171345,1.9564177
-90.006676,-89.954796,-84.514175,-36.385273,34.54789,62.57957,19.885447
-90.00204,-89.977516,-85.047806,-28.99355,22.678204,90.72631,70.81129
-90.00084,-89.976524,-91.43354,-36.18404,25.089296,95.27746,104.32586
-90.00464,-89.96571,-83.29245,-29.89852,36.86591,66.075554,38.13934
-90.00369,-89.97597,-82.56257,-32.08422,30.255062,32.067814,-18.864056
-90.00796,-89.966125,-80.36136,-44.70655,21.620733,-48.542,-27.84157
-90.008965,-89.97687,-73.637436,-46.627045,-7.7646947,-130.19443,4.041778
-90.0058,-90.00101,-73.91191,-45.771137,6.988504,-88.92291,45.08075
-90.00781,-89.99023,-73.560356,-49.015873,24.41409,-82.53656,73.77016
-90.00992,-89.979294,-84.59373,-43.696907,41.079933,-54.45489,104.14791
-89.99914,-90.00577,-88.24707,-36.85564,33.125988,18.103762,-35.56077
-90.001785,-89.989456,-82.02731,-28.265224,48.078243,9.260297,-46.08592
-90.00194,-89.98632,-82.26538,-26.336046,51.86852,-7.1784616,-37.868645
-89.99449,-90.00576,-99.025375,-27.115957,51.624542,-12.1999855,0.0949683
-89.99474,-90.00531,-96.90375,-26.482292,49.111115,-12.352774,0.13618381
-89.99463,-90.000084,-93.181854,-27.333248,46.19354,-14.760971,14.043252
-89.99464,-89.99307,-89.34021,-29.044962,41.773895,-15.6488905,31.594168
-89.995865,-90.00836,-95.718285,-26.73524,47.976337,-8.490057,-10.19609
-89.996086,-90.01081,-98.12031,-25.77939,53.87641,-2.829357,-20.466066
-89.99594,-90.01109,-98.165,-25.437603,55.69911,-1.8450471,-21.558695
-89.996056,-90.01116,-97.13662,-25.603527,55.96153,-1.7714771,-20.909977
-89.99624,-90.01064,-96.63802,-25.679405,51.909546,-1.8921295,-22.32375
-89.99679,-90.00998,-94.97059,-27.16959,47.664627,-3.323124,-20.533842
-89.99641,-90.005264,-89.177925,-27.641443,40.125523,-9.506271,-3.8874693
-89.99663,-90.01009,-95.001,-26.335846,48.654457,-2.4306793,-22.098349
-89.99636,-90.01108,-93.23118,-26.109522,58.15366,-1.8038114,-18.275965
-89.996254,-90.01146,-91.786316,-27.28844,64.04611,-2.049979,-14.5564575
-89.996284,-90.01137,-91.77006,-27.222141,63.48572,-2.0970225,-14.821001
-89.996445,-90.010826,-92.96161,-26.289602,57.04545,-1.9703873,-18.624863
-89.99672,-90.00988,-94.40784,-26.589333,48.28852,-2.5535486,-22.119972
-89.99692,-90.00766,-90.184265,-28.181425,42.530277,-6.900056,-11.399615
-89.99647,-90.01006,-95.118286,-26.416132,51.404236,-2.837239,-20.36286
-89.995895,-90.011154,-97.09727,-25.50847,58.873535,-2.4367266,-18.535042
-89.99567,-90.01136,-99.11155,-25.511557,61.271923,-2.7504752,-17.845888
-89.99557,-90.01069,-100.16798,-25.881954,60.872093,-4.3729057,-16.306074
-89.995056,-90.0088,-98.64494,-25.83106,57.41008,-9.494575,-7.256313
-89.99392,-89.99507,-95.46149,-28.078356,53.994003,-16.264994,28.924929
-89.99366,-89.98954,-89.21129,-30.73228,52.33635,-13.958866,45.9759
-90.00045,-89.99465,-85.01697,-29.02315,51.435963,13.656348,-62.098236
-89.996086,-90.00989,-90.008484,-32.553493,59.42212,32.017506,-34.53139
-89.99467,-90.01329,-87.89432,-34.069153,65.22326,36.21618,-31.176329
-89.996185,-90.0106,-85.729515,-34.97683,63.536343,34.38458,-17.671606
-90.00112,-90.00739,-89.347466,-38.951744,62.939503,4.737291,43.768417
-90.009056,-89.98555,-81.03094,-41.202442,49.867287,-5.525557,67.87485
-90.006905,-89.969315,-85.666756,-28.09079,37.60753,78.97971,84.61469
-90.00612,-89.97505,-79.598694,-44.86664,41.160965,55.813755,-67.300644
-90.005646,-89.970184,-83.98445,-44.258778,55.42416,45.169537,-35.9883
-90.00626,-89.95679,-87.14523,-43.110474,64.87836,42.355537,-15.800485
-90.00835,-89.939064,-94.53741,-42.2826,74.99688,49.66152,-11.135672
-90.00805,-89.92891,-84.96569,-42.604828,79.96907,76.0365,32.108818
-90.00379,-89.95764,-89.477516,-33.043617,66.16861,88.83012,79.78834
-90.000725,-89.963264,-92.75827,-34.32686,46.22111,98.6832,101.030525
-90.006645,-89.93841,-81.92649,-38.458973,80.15807,67.33557,28.615744
-90.00677,-89.957565,-88.15965,-43.348724,56.91052,17.416182,-26.209038
-90.007034,-89.98119,-96.28911,-47.156693,79.54756,-28.411987,-32.607548
-90.00181,-90.01507,-89.45864,-41.82985,76.72715,-59.709732,16.39134
-90.001175,-90.02534,-87.43341,-39.13208,85.90035,-77.98865,55.453854
-90.000885,-90.02228,-82.7425,-34.353012,79.92414,-55.906773,73.93393
-90.0045,-90.00304,-83.963196,-35.78517,75.30437,-26.541607,102.681725
-89.99313,-90.03135,-81.766464,-30.036642,77.47749,-7.163824,-30.489756
-89.99327,-90.03328,-90.496475,-29.958221,91.63896,-32.57244,-20.754519
-89.99391,-90.03139,-95.576546,-31.403538,96.34373,-34.22937,-15.317872
-89.99392,-90.02797,-97.60418,-30.727438,96.3542,-33.32373,-2.179009
-89.994835,-90.01613,-94.30145,-27.047106,92.169106,-24.224255,8.409054
-89.99429,-90.01417,-87.90304,-25.10973,83.92099,-15.183506,-0.9940459
-89.99298,-89.992935,-99.62569,-28.296518,68.59384,-17.783518,40.570686
-89.992584,-90.015915,-87.23821,-22.636387,88.75134,-14.599441,-24.39517
-89.99376,-90.02177,-94.88221,-26.916422,93.76014,-18.30805,5.315103
-89.99267,-90.03351,-96.573654,-25.69313,94.417816,-14.799918,-6.0784893
-89.99253,-90.03317,-95.90584,-25.624222,93.64491,-14.719155,-5.1163297
-89.99338,-90.022095,-91.909134,-28.741589,90.31376,-9.149238,-1.0456723
-89.991936,-90.01993,-98.5588,-25.630194,87.725136,-1.1231214,4.2717233
-89.99348,-90.01617,-92.664276,-26.707167,82.57365,-4.3009987,4.000962
-89.99139,-90.02253,-98.51113,-26.138973,91.160385,2.1620913,2.7467382
-89.99278,-90.03566,-93.611664,-24.55401,94.96555,-5.8273697,-12.088434
-89.99501,-90.04071,-87.09514,-24.795736,88.51472,11.188381,-22.4893
-89.995026,-90.04066,-86.521034,-24.800686,88.66097,11.590379,-22.591505
-89.992,-90.0304,-96.571335,-28.60043,91.775475,-11.211949,-1.7863177
-89.99118,-90.02648,-93.08487,-26.446083,97.24436,6.162036,1.3450129
-89.99285,-90.018555,-91.63375,-27.118683,86.597046,-1.4062722,3.4024858
-89.993126,-90.01463,-85.64577,-26.901714,87.45538,-10.665349,-33.83717
-89.9943,-90.03613,-95.11485,-28.41019,95.59882,-11.331513,-12.542789
-89.99383,-90.03414,-101.223076,-34.174118,91.27149,19.691288,-25.546375
-89.99459,-90.03046,-102.24363,-36.04135,93.18663,12.098919,-26.90411
-89.99551,-90.02835,-100.08824,-34.142895,97.145836,-22.165846,-13.135141
-89.99488,-90.01792,-95.44442,-28.603765,92.80612,-30.526445,5.739432
-89.99536,-90.0132,-86.41629,-26.767775,76.70311,-16.473347,4.6106105
-89.99504,-90.03061,-89.094955,-31.69121,94.348,-2.4494245,-41.7697
-89.996704,-90.02758,-96.516785,-33.51817,94.55517,44.993587,-34.22902
-89.99804,-90.02808,-99.864395,-32.506912,89.809425,62.48424,-6.747692
-89.9976,-90.03462,-99.14002,-31.311253,89.352036,77.84137,13.703889
-89.99699,-90.04311,-97.64204,-30.642475,89.762276,83.38489,31.715038
-89.99751,-90.0452,-92.5588,-28.795557,89.948814,83.13877,60.944107
-90.00331,-90.02767,-82.009766,-22.197664,78.53908,61.59758,96.68463
-90.00143,-90.002235,-84.57231,-37.764507,95.1894,88.366875,-93.68864
-90.00212,-89.9696,-92.15966,-32.994385,88.466866,76.67084,-56.724285
-89.99942,-89.94084,-88.59629,-30.613035,80.77226,86.73672,-36.06092
-89.99824,-89.93311,-90.01199,-27.454872,96.328026,85.34485,19.375145
-90.00045,-89.934975,-95.41863,-31.236643,94.8715,80.81803,49.738766
-90.0006,-89.93738,-99.819565,-32.07577,92.297455,87.354095,65.83244
-90.00013,-89.94728,-95.51117,-30.766813,84.2098,93.29063,80.09744
-90.000404,-89.978714,-68.16929,-36.000595,-27.974146,-15.23361,-25.749495
-89.99863,-90.01778,-62.833134,-38.484028,-90.06527,-62.67766,-45.63936
-90.00696,-89.98565,-61.78414,-34.133266,-96.41072,-104.53861,-11.941945
-90.007225,-89.974915,-88.8746,-13.10196,-99.65075,-113.352585,12.622007
-90.00382,-89.98493,-87.802826,-13.220829,-87.12317,-104.20988,38.52224
-89.99795,-90.00771,-86.738045,-10.105094,-92.318954,-81.37464,71.271835
-89.993805,-90.02199,-85.49083,1.3482507,-86.63972,-126.101036,85.940155
-89.99853,-90.011345,-88.7219,-4.546489,-99.34221,-59.531536,-83.526535
-90.00444,-90.01203,-95.193375,-2.6502671,-92.72069,-57.487225,-54.35083
-90.00241,-90.02007,-93.70854,-0.3583023,-86.89536,-59.69241,-36.49977
-90.00336,-90.01885,-90.42216,-3.4792645,-96.016014,-60.86261,-14.692621
-90.00323,-90.009926,-92.63522,-7.311216,-105.92459,-59.586315,38.51945
-90.0039,-90.00104,-86.32431,0.65520436,-89.46491,-72.70051,57.355503
-90.001625,-90.018715,-87.10803,6.249133,-95.45363,-59.452972,100.29629
-90.00402,-89.997246,-80.50417,-2.8324893,-86.29628,-61.552883,-23.230082
-90.0006,-90.005516,-86.23557,6.6625166,-74.12643,-28.407696,-61.192314
-90.000336,-90.01348,-81.35708,21.90275,-73.23137,-11.178151,-38.72319
-90.00042,-90.01241,-78.574486,26.51201,-72.47996,-7.2206645,-23.027843
-90.00064,-90.00633,-75.54622,27.155106,-73.311356,-14.5580015,-1.0137058
-89.999794,-90.01359,-82.301865,35.913845,-76.28255,-31.144579,78.299995
-89.99996,-90.00995,-82.36281,26.386972,-77.87208,-23.536837,60.048664
-89.99995,-90.01385,-84.2025,38.28672,-74.197266,-20.87231,71.6015
-90.00031,-90.01199,-85.545845,41.362263,-75.13483,-7.091884,0.87645274
-90.00015,-90.01233,-87.2562,42.61379,-77.73404,-4.220351,-8.053322
-89.99973,-90.01195,-89.26594,42.63368,-79.86812,-3.1263838,-4.195155
-89.99862,-90.011604,-92.426445,40.470493,-81.25969,-7.3759875,26.275797
-90.00016,-90.0111,-88.96468,36.94547,-89.26398,-15.32577,78.037575
-89.98473,-90.039375,-120.99937,33.46871,-113.62337,0.048617665,114.57056
-89.99872,-90.01183,-82.6901,35.98568,-80.954414,21.403255,-71.07635
-89.999695,-90.009254,-89.833694,40.260372,-87.36262,23.98727,-72.173
-89.999084,-90.01524,-91.14999,43.264458,-86.70585,28.599949,-55.798363
-89.99969,-90.008354,-87.29672,41.622227,-85.06735,35.599537,14.637164
-90.001175,-90.01153,-77.70097,40.420837,-77.96793,35.96041,38.096897
-90.00079,-90.02696,-87.527725,40.761204,-91.54918,31.941658,65.571144
-89.99826,-90.02303,-90.60343,34.194256,-93.62538,17.767122,68.690605
-90.00119,-90.02972,-87.31504,39.354206,-84.11239,75.88246,-50.65118
-90.00022,-90.011345,-71.48585,37.93879,-66.98755,64.625275,-51.569153
-90.00142,-90.005646,-71.911194,36.516186,-67.7699,50.844055,-13.810286
-90.00231,-90.00406,-68.406296,35.9708,-64.17473,51.819088,16.406277
-90.00185,-90.00774,-66.19534,37.2048,-62.90449,56.86336,18.317259
-90.00337,-89.9973,-42.87624,30.56722,-44.181614,45.019936,67.10931
-89.99943,-90.01488,-55.163372,38.25832,-50.54069,63.2519,96.82607
-89.996796,-90.027565,-72.17718,40.760967,-71.67557,99.98183,-103.15899
-89.99995,-90.01521,-65.96757,40.028214,-59.99263,91.30982,-82.936775
-90.00084,-90.00926,-55.819225,38.779945,-44.086628,53.05041,-40.67318
-90.00145,-90.007774,-51.012634,38.930855,-38.868866,48.930264,-15.40399
-90.00165,-90.00202,-58.68306,40.393368,-44.324833,34.556637,-11.846205
-90.00006,-90.00289,-22.336687,36.22331,-16.900236,89.01077,41.091248
-90.00119,-89.996,-30.994122,37.624817,-23.180166,79.91651,77.28559
-90.001755,-90.00426,-76.00599,42.163532,-54.257717,-52.130775,-54.0045
-89.998985,-90.01458,-87.22705,42.697155,-62.28412,-15.866368,-47.97576
-90.00575,-89.99573,-93.43186,41.595474,-59.88441,-92.99775,-49.100666
-90.00512,-89.9918,-87.55159,38.590973,-57.289448,-97.21883,-9.600234
-90.00528,-89.99457,-84.09298,38.469704,-59.081963,-85.723015,20.729916
-89.99928,-90.018906,-80.00808,41.169693,-66.8548,5.007792,71.04848
-89.99636,-90.02112,-86.44599,45.850086,-61.39711,-88.71694,101.85705
-89.99829,-90.02279,-81.92084,41.442406,-57.287376,-61.080315,-41.410152
-90.00681,-90.01232,-84.13207,42.27602,-54.830444,-62.491776,-51.5043
-90.00417,-90.02155,-88.555824,45.29888,-54.419113,-72.8333,-33.17039
-90.00297,-90.02099,-86.794914,46.064037,-55.093002,-75.6802,-1.2764661
-90.002716,-90.018456,-82.77293,43.685528,-58.85959,-65.23001,29.968634
-90.00312,-90.01376,-83.393776,43.838295,-65.540474,-56.801258,75.31709
-90.00165,-90.01749,-86.74584,43.604332,-69.83538,-59.246567,97.961334
-90.00022,-90.01084,-83.67676,41.940254,-67.20681,-39.764416,-75.80849
-90.000336,-90.02241,-83.88953,44.412464,-68.65657,-15.690468,-58.227547
-90.0005,-90.02,-85.315056,45.729794,-67.58551,-24.137434,-27.079782
-90.00059,-90.016556,-83.45048,44.94114,-68.129364,-19.651411,-16.522223
-90.00112,-90.012,-80.65139,43.61381,-70.05235,-12.673683,-14.2832985
-90.00076,-90.01034,-81.27479,39.416367,-70.88396,-13.843756,-2.5328908
-90.000565,-90.012856,-84.90456,37.80596,-80.109665,-22.134869,85.149704
-90.00097,-90.01209,-80.05139,41.15686,-70.25592,-5.8191257,-1.8580555
-90.00187,-90.013,-77.909645,44.03922,-69.902695,0.08323704,-10.942446
-90.00232,-90.01308,-76.5018,44.93928,-68.85882,1.6530769,-13.410932
-90.002205,-90.01324,-76.36795,44.525146,-68.80344,3.7052343,-11.595503
-90.0013,-90.01406,-77.72642,43.061317,-69.79138,5.1269956,-6.148187
-90.00048,-90.013855,-79.004326,41.270317,-68.690384,0.66965306,19.150051
-90.00093,-90.01104,-79.84188,37.781776,-76.212326,-10.3545885,81.35904
-90.0007,-90.01087,-77.42472,38.87707,-69.83092,-11.228537,-11.727985
-90.00094,-90.01686,-81.015785,43.29532,-69.38696,-16.754593,-30.456919
-90.000854,-90.02246,-78.53799,45.076992,-69.309784,8.424938,-43.04519
-90.00028,-90.02444,-75.34777,44.660732,-70.30258,25.465916,-0.5050065
-90.00034,-90.01819,-75.92031,43.99794,-62.503345,12.139951,37.419342
-90.00187,-90.02856,-76.631035,42.533176,-66.32446,26.19507,73.63154
-90.00173,-90.02589,-77.28482,40.5896,-70.72661,37.98731,93.41491
-90.00121,-90.032074,-74.56049,39.5043,-62.285812,62.359215,-96.14304
-90.00255,-90.02064,-75.26077,40.968605,-65.57058,60.085022,-58.796898
-90.002495,-90.01859,-71.10959,41.446205,-63.820934,60.01065,-29.271954
-90.00268,-90.01329,-71.78108,40.9357,-64.841324,56.654972,14.330476
-90.00129,-90.00756,-75.27988,38.493896,-59.58949,-3.6818342,36.504723
-90.001915,-90.0176,-73.07895,42.10642,-65.31838,69.15342,68.897736
-90.002144,-90.02906,-77.71655,45.111137,-72.79506,62.475586,103.15005
-90.00031,-90.03043,-74.89231,45.954296,-68.77957,97.351494,-103.35941
-89.99955,-90.024414,-77.75698,42.92305,-69.18852,94.84271,-85.069046
-89.998924,-90.01578,-82.62087,45.938908,-61.81464,-3.7087624,-42.157253
-90.00207,-90.00652,-78.883995,46.160618,-68.55256,72.8609,3.0400147
-90.00255,-90.00231,-74.655716,49.0785,-63.813076,78.845825,39.913353
-90.0038,-89.9886,-74.1574,50.366444,-61.92711,79.39717,74.94709
-90.00542,-89.98853,-79.94849,51.323967,-70.459206,82.11611,96.24264
-90.00296,-90.014175,-79.86414,53.32003,-39.745956,-125.873985,-101.35959
-89.99943,-90.01908,-78.18011,48.83534,-51.623177,-65.90404,-60.22254
-90.00388,-90.008385,-76.061005,41.03447,-56.966133,19.367264,-52.303036
-90.004425,-90.000725,-72.41987,40.859493,-45.700417,-87.69869,-1.3313723
-90.003555,-90.00473,-73.39535,40.11291,-49.32817,-82.874664,33.357162
-89.99812,-90.02005,-68.987946,41.69908,-52.326904,-41.60711,65.55489
-89.99702,-90.019875,-72.661415,45.070484,-47.645767,-90.831154,98.25853
-89.99746,-90.02769,-71.467285,44.64557,-46.602257,-57.462387,-97.619385
-90.005455,-90.01684,-74.69423,45.0358,-53.98953,-40.800777,-60.695568
-90.00365,-90.02231,-79.41799,47.297894,-51.365974,-62.794956,-32.746677
-90.00288,-90.021996,-77.727036,47.452164,-51.34934,-64.51554,-1.8615742
-90.002,-90.021904,-74.418594,44.16907,-55.710888,-63.777992,33.049297
-90.003235,-90.01629,-69.598404,46.13296,-53.903755,-72.72981,73.79589
-90.00134,-90.01779,-70.325966,44.518158,-56.485783,-64.84553,98.24756
-90.00001,-90.01253,-71.94032,27.398977,-65.42462,-28.721622,-77.102715
-90.00156,-90.01589,-62.826252,44.119125,-56.06626,-13.679522,-49.6264
-90.00169,-90.01444,-63.568027,46.515484,-53.90323,-20.623713,-23.792942
-90.00172,-90.01349,-62.271965,45.95108,-54.646046,-15.599586,-14.224334
-90.00189,-90.01266,-60.860004,44.115654,-57.56653,-9.450362,-11.261198
-90.0013,-90.008545,-56.606537,40.127895,-58.593666,-14.10221,27.707817
-90.00038,-90.01389,-58.085106,38.64806,-60.474888,-21.23553,91.86881
-90.00114,-90.011536,-57.567375,42.59747,-55.63605,-0.30945757,24.853046
-90.00183,-90.013084,-59.821964,45.159664,-56.346973,-3.125672,-11.264688
-90.001816,-90.013466,-60.056995,45.994106,-55.814327,-2.6883109,-15.243368
-90.00183,-90.01332,-59.696377,45.771027,-55.7024,-2.2990031,-13.810893
-90.00151,-90.01357,-58.54632,44.153248,-55.0703,2.5120068,-5.140679
-90.001305,-90.010895,-56.849773,43.831047,-50.61775,2.7363262,65.22526
-90.00079,-90.00891,-53.84144,39.00793,-55.45706,-5.341829,93.71878
-90.00067,-90.01061,-57.72535,39.55069,-58.636562,-1.559517,-20.125275
-90.00175,-90.013626,-60.28868,44.136345,-54.293133,-15.020482,-25.367487
-90.00119,-90.017204,-61.02191,44.815773,-55.09401,-0.14358209,-33.90884
-90.00066,-90.0215,-58.0858,43.616535,-58.457928,27.949156,-1.9455216
-90.000084,-90.02155,-62.286926,42.433388,-55.5166,26.216362,33.775917
-90.00208,-90.02853,-61.70978,43.341328,-51.234634,17.150875,66.56892
-90.00218,-90.023506,-60.925743,42.493988,-56.32045,29.064657,100.729706
-90.00209,-90.02872,-60.920063,40.970913,-52.04625,54.11268,-97.04572
-90.00239,-90.01685,-60.489994,41.863594,-52.006344,61.81632,-63.06523
-90.002075,-90.01532,-59.46508,43.27314,-53.29285,58.68703,-28.431852
-90.00251,-90.01384,-58.505833,43.05606,-52.614143,58.03441,3.6334188
-90.00135,-90.01024,-61.9124,39.327656,-45.876663,-9.808537,29.522617
-90.002396,-90.0118,-60.324417,42.695663,-54.18164,64.56872,66.40928
-90.00214,-90.0136,-56.917305,46.28042,-50.24201,61.87297,90.12563
-90.00063,-90.02557,-56.372746,46.188473,-50.22798,85.496216,-90.37722
-90.00066,-90.01837,-59.528362,46.247402,-40.003746,-38.304523,-51.81651
-90.00153,-90.00581,-56.797764,45.944736,-48.468998,76.559715,-9.762628
-90.0008,-89.99781,-60.005707,47.7124,-51.014248,86.89799,16.056234
-90.00115,-89.99196,-62.469654,49.37316,-51.2385,85.607895,38.536304
-90.00178,-89.99487,-63.200104,51.677017,-51.24514,88.50889,71.25571
-90.00139,-90.004814,-60.3534,50.04589,-52.08085,83.04146,99.33005
-90.00281,-90.010666,-65.00048,53.31489,-20.87418,-93.45982,-78.4652
-90.001274,-90.01932,-58.51538,50.338,-24.320627,-99.22043,-62.244503
-90.00455,-90.0039,-55.895947,41.547775,-35.95265,5.469892,-41.201317
-90.004326,-90.003624,-54.30892,41.5141,-28.923578,-90.16368,-4.628642
-90.00321,-90.00604,-57.581234,41.27178,-37.37047,-90.836205,34.341362
-89.9982,-90.017975,-59.47073,43.613155,-38.366383,-81.80538,64.84185
-89.99826,-90.0165,-60.07068,46.180668,-38.46098,-90.62221,96.54554
-89.997826,-90.02477,-61.682266,45.628464,-39.049282,-58.75742,-96.40309
-90.00509,-90.01243,-61.425938,44.049168,-43.836605,-32.53502,-62.228195
-90.00384,-90.01424,-65.9084,47.60717,-41.26726,-62.670795,-34.607937
-90.00332,-90.0135,-64.18654,47.40036,-41.034332,-62.9993,-4.500214
-90.0028,-90.01887,-62.368774,44.892365,-45.468987,-66.87176,25.334139
-90.00399,-90.01308,-53.453625,46.656765,-40.78426,-74.92284,66.408775
-90.00105,-90.01849,-55.302456,44.22938,-41.613403,-65.12046,96.04265
-89.99995,-90.01625,-50.249012,41.56235,-45.095592,-27.55948,-85.64016
-90.00189,-90.0127,-51.965237,45.621193,-44.70196,-15.294235,-45.243748
-90.00223,-90.010124,-48.977848,46.988777,-40.277733,-21.346249,-19.546307
-90.00218,-90.00936,-47.334305,46.486935,-40.527348,-15.500779,-12.390017
-90.00231,-90.00879,-46.180843,45.118256,-42.84045,-8.247998,-10.453173
-90.00195,-90.00648,-39.751564,43.339905,-41.071457,-11.005611,21.852346
-90.00145,-90.01153,-43.50692,41.271065,-45.17333,-20.458878,92.32114
-90.00174,-90.006386,-40.145126,44.308132,-40.1641,0.39005396,5.7624173
-90.002525,-90.008545,-42.64401,46.50391,-40.401787,-0.22009678,-13.9504385
-90.00256,-90.00884,-42.71103,47.284542,-39.821335,-0.3586436,-15.811911
-90.00256,-90.00871,-42.069626,47.184227,-39.58759,0.7167842,-15.528585
-90.00258,-90.00882,-41.166637,46.3225,-39.671043,3.118363,-10.61595
-90.00246,-90.005806,-38.394432,45.580067,-34.865063,0.59109867,69.23611
