q1,q2,q3,q4,q5,q6,q7,x,y,z,alfa,beta,gamma
-90,-90,-90,-90,-60,-60,90,-0.37924703767371104,0.3563167557768043,0.23628188643260567,-2.33020148393633,1.3083094352955442,-2.3896009238860887
-90,-90,-90,-90,-60,-30,-90,-0.37619188002895876,0.35617532792456746,0.23892602004597335,-1.9631291370501338,1.1611417718724981,-2.000815723159305
-90,-90,-90,-90,-60,-30,-60,-0.37350459231959837,0.3561291348872887,0.24136273238585834,-1.835267056266317,1.0561685333199584,-1.8605484924375484
-90,-90,-90,-90,-60,-30,-30,-0.371137818776784,0.35615438062152804,0.24359870681509418,-1.7736298576033174,1.0078367897789884,-1.7927362907877606
-90,-90,-90,-90,-60,-30,0,-0.36905067256466495,0.35623189908951813,0.24564379794904093,-1.7392855228214197,1.0143378201870634,-1.7560187156670501
-90,-90,-90,-90,-60,-30,30,-0.36720780591789043,0.35634644531293874,0.24750958034465922,-1.7209222682166967,1.07142264012935,-1.737170622430529
-90,-90,-90,-90,-60,-30,60,-0.36557852956202863,0.3564861194793467,0.24920801569024326,-1.7175582847333544,1.1744889330934052,-1.7337952068341702
-90,-90,-90,-90,-60,-30,90,-0.3641362942752687,0.35664164534385134,0.25075140227759934,-1.7436689139054977,1.318938702515598,-1.7594170488960263
-90,-90,-90,-90,-60,0,-90,-0.36366183325946655,0.3563947817762796,0.25134719644031617,-1.6623343613564023,1.1363643735349345,-1.673075221847814
-90,-90,-90,-90,-60,0,-60,-0.3632368830390639,0.35617865312329394,0.2518851547021199,-1.6371896003229132,1.0232194318437218,-1.6449596776381066
-90,-90,-90,-90,-60,0,-30,-0.3628561110010021,0.35598913625462164,0.25237078208842356,-1.6259689126912478,0.9734573975240491,-1.6322783702275432
-90,-90,-90,-90,-60,0,0,-0.3625147551446888,0.35582265956644565,0.25280888529993933,-1.6208949451772594,0.980909787866181,-1.626815775655325
-90,-90,-90,-90,-60,0,30,-0.36220862210888694,0.35567609998682836,0.2532040071866849,-1.6202395471916788,1.039904397193566,-1.626473138710227
-90,-90,-90,-90,-60,0,60,-0.36193401584728924,0.3555469022428966,0.2535603574811224,-1.6252894884772857,1.145289930333242,-1.6322394925942234
-90,-90,-90,-90,-60,0,90,-0.36168758528129313,0.3554328088174042,0.2538815695575298,-1.6443689831515191,1.292359383705931,-1.6522252689040793
-90,-90,-90,-90,-60,30,-90,-0.36633026190893847,0.35275652972456406,0.24944701814057463,-1.7143186160027246,1.1062573280076091,-1.7340469917090002
-90,-90,-90,-90,-60,30,-60,-0.37072383283600163,0.3504255186487096,0.2456464601644823,-1.75998493190325,0.9891695230252546,-1.7861996557563737
-90,-90,-90,-90,-60,30,-30,-0.37484481118321933,0.3483952514329447,0.2423871509162205,-1.8056653771968327,0.9340677849959261,-1.8377364607023812
-90,-90,-90,-90,-60,30,0,-0.37868295590119017,0.3466262545624805,0.23958865696546305,-1.860033463323992,0.9338171043407201,-1.9008791445461406
-90,-90,-90,-90,-60,30,30,-0.38223757663972247,0.34508377567213566,0.2371821330632109,-1.9339040482819843,0.9810402241503346,-1.988772356899702
-90,-90,-90,-90,-60,30,60,-0.3855147019311015,0.34373736939070837,0.23510918002497372,-2.0495663524355607,1.0669633006112595,-2.1249512859059245
-90,-90,-90,-90,-60,30,90,-0.38852488878268043,0.3425606521483568,0.23332050685063463,-2.2625032655983706,1.1772435426205208,-2.365376909147993
-90,-90,-90,-90,-60,60,-90,-0.3974710409353256,0.3396795477323172,0.2284777030643874,-2.1630834251530873,0.9874421602582151,-2.2649246536623817
-90,-90,-90,-90,-60,60,-60,-0.40586795264563874,0.3373685431266939,0.22464530403775557,-2.15840862696867,0.8580333097071006,-2.2583913605928387
-90,-90,-90,-90,-60,60,-30,-0.4136710078578628,0.33552755070674717,0.22163738167080435,-2.1898398123802814,0.7848707930993071,-2.2942105022243404
-90,-90,-90,-90,-60,60,0,-0.4208673123109864,0.3340709859274645,0.21929704588388452,-2.244703867304733,0.7599896650921991,-2.364837122862259
-90,-90,-90,-90,-60,60,30,-0.4274655071051231,0.33292650888041964,0.21749381456303038,-2.323376705172039,0.7741391804824831,-2.4736423034968156
-90,-90,-90,-90,-60,60,60,-0.4334883343135233,0.33203452488496377,0.21612062663036433,-2.433940740194331,0.8163769660387585,-2.6298175207551817
-90,-90,-90,-90,-60,60,90,-0.43896666087094605,0.3313454585765607,0.2150889511587922,-2.590959304767161,0.8723014716578913,-2.8477582908603294
-90,-90,-90,-90,-60,90,-90,-0.45112025982113646,0.3303259212427186,0.21346160331412026,-2.4815318192978815,0.697421068820314,-2.710419966431481
-90,-90,-90,-90,-60,90,-60,-0.4621651922676935,0.3298667712264979,0.21280441131273536,-2.4563128908324416,0.5668909844366128,-2.6665508293438775
-90,-90,-90,-90,-60,90,-30,-0.4721315500931148,0.3298276939017424,0.21287050991101397,-2.4679967391889046,0.48234858513239126,-2.677483379520288
-90,-90,-90,-90,-60,90,0,-0.4810783211467376,0.33009723935055024,0.2134630328168987,-2.498593310640123,0.43820327342471144,-2.7313513391868987
-90,-90,-90,-90,-60,90,30,-0.48907921053391235,0.330586138678916,0.21442521205065607,-2.5415423805110735,0.4272398993995886,-2.8245850335847282
-90,-90,-90,-90,-60,90,60,-0.49621525817587553,0.3312244086396015,0.21563557579201817,-2.5961085269300495,0.4419842029014952,-2.9565436292040412
-90,-90,-90,-90,-60,90,90,-0.5025683506119811,0.3319581601321995,0.21700082206425525,-2.66507002882453,0.47469440138988944,-3.1280292574903794
-90,-90,-90,-90,-30,-90,-90,-0.4858414363002202,0.32408954493688,0.21779149409771972,-2.5099514691775298,0.47696544079416087,-2.8573084944700917
-90,-90,-90,-90,-30,-90,-60,-0.470527344792014,0.3179597430677568,0.22038576702919005,-2.378839911598097,0.4746474097235222,-2.6606242021372117
-90,-90,-90,-90,-30,-90,-30,-0.45669714469493367,0.31340857490296026,0.22414614140678554,-2.2744337587172434,0.48758439618728683,-2.5247550040419293
-90,-90,-90,-90,-30,-90,0,-0.4443297410911061,0.31022175950632935,0.228586868043335,-2.1946817355277033,0.5281023602568373,-2.4353857078553824
-90,-90,-90,-90,-30,-90,30,-0.4333494474602866,0.308171250732788,0.23335449846273537,-2.1383380844688054,0.6021382240654198,-2.381611541563071
-90,-90,-90,-90,-30,-90,60,-0.42365064320271195,0.3070386489537395,0.23820035428412237,-2.1072893334687257,0.7112283026110995,-2.358101952405657
-90,-90,-90,-90,-30,-90,90,-0.4151145038876795,0.3066273747978983,0.24295635576305696,-2.1095763560609972,0.8538263032823262,-2.3680849650604725
-90,-90,-90,-90,-30,-60,-90,-0.4076196283234502,0.30676823430448624,0.2475140611194809,-1.963445274504488,0.7002718907701977,-2.1660497199458435
-90,-90,-90,-90,-30,-60,-60,-0.40104882276433046,0.3073188562948323,0.2518091557528343,-1.8818378383864836,0.596919850819823,-2.0477236664548886
-90,-90,-90,-90,-30,-60,-30,-0.39529222083976495,0.3081633984189794,0.25580624755956083,-1.8294487277532832,0.548173516760218,-1.9726047036013679
-90,-90,-90,-90,-30,-60,0,-0.3902498561154186,0.30920889406108515,0.2594922341735014,-1.7930510229024859,0.5523937056871984,-1.9229516224994085
-90,-90,-90,-90,-30,-60,30,-0.3858319604615041,0.3103820522284069,0.2628679504052695,-1.7675895903399428,0.6061073757082608,-1.8898500369320403
-90,-90,-90,-90,-30,-60,60,-0.3819589238765975,0.31162617762378875,0.2659435404523199,-1.751740703808483,0.7052924782873097,-1.868969048864061
-90,-90,-90,-90,-30,-60,90,-0.37856071144449693,0.31289815242870145,0.2687347255025654,-1.746991648726806,0.8458339353909091,-1.859752931234808
-90,-90,-90,-90,-30,-30,-90,-0.37557597054202685,0.3141659361415652,0.27125959064005173,-1.6952535320180286,0.6613260743580119,-1.7823099620269551
-90,-90,-90,-90,-30,-30,-60,-0.3729516334684193,0.31540588406625436,0.27354001342140344,-1.6667538373612003,0.5454182005513175,-1.7357574222535959
-90,-90,-90,-90,-30,-30,-30,-0.37064122038664804,0.31660162241103,0.27559535348291264,-1.6477956179828555,0.4924392787794714,-1.7043022994240038
-90,-90,-90,-90,-30,-30,0,-0.36860461337632294,0.31774199848888457,0.2774456698325094,-1.6337846663040327,0.49656845209552036,-1.6814669264968092
-90,-90,-90,-90,-30,-30,30,-0.36680702584621716,0.31882001065216076,0.2791097817769518,-1.622949120232799,0.5523239023271874,-1.663875368758418
-90,-90,-90,-90,-30,-30,60,-0.3652183866829271,0.3198317916816146,0.280605597488976,-1.6145536534314413,0.654663800325862,-1.649578141208679
-90,-90,-90,-90,-30,-30,90,-0.363812613878562,0.3207758461819831,0.2819494090626636,-1.6082961013278412,0.7989955256037546,-1.6374844792305172
-90,-90,-90,-90,-30,0,-90,-0.36337066603478363,0.32089453441482063,0.28266402213038083,-1.599351382109937,0.6145496705411684,-1.6232254118008227
-90,-90,-90,-90,-30,0,-60,-0.3629750076379784,0.32100728708960324,0.28330598693058184,-1.5945436163647118,0.5008281793531578,-1.6146728698437425
-90,-90,-90,-90,-30,0,-30,-0.3626205107706279,0.3211138383700475,0.2838823613373622,-1.5914737242413763,0.45079990640705614,-1.6091180667073701
-90,-90,-90,-90,-30,0,0,-0.3623028179995796,0.3212139250377247,0.28439996368505527,-1.5893506491553322,0.45811229653061253,-1.6054529765045968
-90,-90,-90,-90,-30,0,30,-0.3620179609024692,0.3213073507288441,0.2848647931399685,-1.5879233925759166,0.5170396194693907,-1.6031240985974682
-90,-90,-90,-90,-30,0,60,-0.36176247319452454,0.3213941349161347,0.28528242135689186,-1.5872005504730955,0.6224246308435171,-1.6018807406859688
-90,-90,-90,-90,-30,0,90,-0.3615332357441959,0.3214744282273012,0.2856575816919486,-1.587417856648444,0.7696231576755217,-1.601767639952911
-90,-90,-90,-90,-30,30,-90,-0.36619103912736056,0.31695672692668636,0.2831895834725969,-1.6163866129354856,0.5864464115339324,-1.6582427319313044
-90,-90,-90,-90,-30,30,-60,-0.3705984048451777,0.3130535395407529,0.2810948006678405,-1.6394806505878896,0.4728902920339817,-1.703035033189705
-90,-90,-90,-90,-30,30,-30,-0.37473181099600467,0.309679691194122,0.279315473518529,-1.660430778001791,0.4221691440272128,-1.743553100266895
-90,-90,-90,-90,-30,30,0,-0.37858117789788653,0.30676097346839837,0.2778019489258965,-1.68083377750242,0.42796744503251405,-1.7842713115924094
-90,-90,-90,-90,-30,30,30,-0.38214598189159177,0.30423297209635447,0.2765125099195289,-1.7024002913082612,0.48446625698477713,-1.8287171941021105
-90,-90,-90,-90,-30,30,60,-0.38543235455968466,0.3020405795510105,0.2754121071379002,-1.7281354486586604,0.5862831997435783,-1.8806670385724054
-90,-90,-90,-90,-30,30,90,-0.3884508212532068,0.30013643905729886,0.2744707297331933,-1.7640306227273395,0.728292464665628,-1.9461243314296222
-90,-90,-90,-90,-30,60,-90,-0.3974043120635316,0.29522832176614605,0.27173358185496393,-1.7817047570156765,0.5366104401532721,-1.9932128319179392
-90,-90,-90,-90,-30,60,-60,-0.40580785348688575,0.291318270907298,0.26958490392646506,-1.8043428810671378,0.41439569243187097,-2.0413676426366227
-90,-90,-90,-90,-30,60,-30,-0.41361689426017895,0.28822659890693164,0.26791393913921163,-1.82914307820075,0.3543755748457893,-2.093625393442587
-90,-90,-90,-90,-30,60,0,-0.42081863883546705,0.28580056193111397,0.2666280415574306,-1.855349537700168,0.3497501930981266,-2.1534689613149722
-90,-90,-90,-90,-30,60,30,-0.4274218745655373,0.28391336512709053,0.2656504356724452,-1.8842355926755552,0.3942183936065208,-2.224314550786227
-90,-90,-90,-90,-30,60,60,-0.43344900504360717,0.28245904488053564,0.26491754694886993,-1.9196207451706333,0.4818508948765255,-2.3101709471634138
-90,-90,-90,-90,-30,60,90,-0.4389311554384824,0.2813506153112679,0.2643778634994872,-1.9691596733275218,0.6066869618919571,-2.417619844730662
-90,-90,-90,-90,-30,90,-90,-0.451088352447673,0.2796579910527552,0.2634862772140534,-1.9640594184793034,0.40724995411424486,-2.4315933346045946
-90,-90,-90,-90,-30,90,-60,-0.4621364621540789,0.2789348230605176,0.26315390746210754,-1.9759752630678422,0.27568770677196236,-2.4648306161799045
-90,-90,-90,-90,-30,90,-30,-0.47210587717466146,0.2789376018827966,0.2632379159938181,-1.9937614372807912,0.20492088118202417,-2.513461483192621
-90,-90,-90,-90,-30,90,0,-0.4810550518201407,0.27947004058171615,0.2636222570155609,-2.013002433798267,0.18804612302256854,-2.577888329116835
-90,-90,-90,-90,-30,90,30,-0.48905819415641033,0.28037671743601494,0.2642165428107514,-2.033262424299349,0.2187774100280892,-2.6591810601110906
-90,-90,-90,-90,-30,90,60,-0.496196252146586,0.2815365557127521,0.26495052409418607,-2.0573376108456234,0.29141517481588364,-2.758667689688432
-90,-90,-90,-90,-30,90,90,-0.5025511911927422,0.2828563471539931,0.26577058932837405,-2.091200963826946,0.40044689058943833,-2.8790955372714304
-90,-90,-90,-90,0,-90,-90,-0.4858251889311422,0.27643697674124534,0.2703922026945749,-1.9876477397322174,0.27654256552438367,-2.6603209190799406
-90,-90,-90,-90,0,-90,-60,-0.4705129675605765,0.27242743100469424,0.275708133792305,-1.9103894132616288,0.19124483912065152,-2.5034167774577227
-90,-90,-90,-90,0,-90,-30,-0.45668437971870446,0.27036773665457764,0.2812440001065324,-1.8491915807863921,0.15080449168076915,-2.387549270462442
-90,-90,-90,-90,0,-90,0,-0.44431838438021587,0.26982945531350255,0.28668649041585975,-1.799317587361295,0.15678456930677953,-2.2987416224155255
-90,-90,-90,-90,0,-90,30,-0.43333940538150195,0.27043832254745037,0.29184434289215117,-1.7588684831237473,0.20817265609711255,-2.2275468234936566
-90,-90,-90,-90,0,-90,60,-0.42364189340284075,0.2718817464193963,0.2966109535560154,-1.7271043548135034,0.3026002888041251,-2.167888284809107
-90,-90,-90,-90,0,-90,90,-0.41510687791986056,0.27390497987983464,0.3009385430546548,-1.7036697018820544,0.43706553840510864,-2.116372299698274
-90,-90,-90,-90,0,-60,-90,-0.40761285955591753,0.2763068305631924,0.30481707909228445,-1.6703481732370273,0.2439406883529149,-2.0284505261042534
-90,-90,-90,-90,0,-60,-60,-0.40104269684529176,0.2789319379181087,0.30826314621350587,-1.6485418447811286,0.11970052292376274,-1.9631954142315682
-90,-90,-90,-90,0,-60,-30,-0.3952866818538183,0.28166252838026445,0.311304070394645,-1.632291527237009,0.05860482294013366,-1.911719052229475
-90,-90,-90,-90,0,-60,0,-0.39024481781163445,0.284411435109445,0.31397477563735987,-1.6194542943755525,0.05494948611805262,-1.869275528139638
-90,-90,-90,-90,0,-60,30,-0.38582738565898517,0.28711574378129406,0.31631291741284034,-1.6092491139485168,0.10334673301032882,-1.832967841182559
-90,-90,-90,-90,0,-60,60,-0.38195476729485417,0.28973141757679693,0.31835548282166354,-1.6013317392724327,0.19880949960737765,-1.8010045929823304
-90,-90,-90,-90,0,-60,90,-0.3785569436797602,0.29222899443741523,0.32013781141296893,-1.5954531486001182,0.33676941115811426,-1.772356853124924
-90,-90,-90,-90,0,-30,-90,-0.3755726100446464,0.29458992919675636,0.3216912833236203,-1.5889402624625841,0.14661679132343144,-1.7390661574698412
-90,-90,-90,-90,0,-30,-60,-0.37294855683167427,0.29680423837739317,0.32304691016725506,-1.5845183758632677,0.0276294552456415,-1.7117040210848684
-90,-90,-90,-90,0,-30,-30,-0.37063841532878516,0.2988677350997164,0.3242297592291879,-1.5811628364184191,-0.027232384701639627,-1.6884046865652678
-90,-90,-90,-90,0,-30,0,-0.36860203727724733,0.3007807071655231,0.32526251688015223,-1.5785139911575683,-0.024335764634917448,-1.668083617257855
-90,-90,-90,-90,0,-30,30,-0.36680467014943635,0.3025465872021689,0.32616525510736405,-1.5764349913918074,0.030572207591654698,-1.6500398361106887
-90,-90,-90,-90,0,-30,60,-0.3652162212206891,0.30417091551562164,0.3269552960954611,-1.574843236697747,0.13230926578895286,-1.6338162403686403
-90,-90,-90,-90,0,-30,90,-0.3638106264516093,0.3056605904927578,0.3276474857004689,-1.5736545963218742,0.27620523312440093,-1.6191196770777916
-90,-90,-90,-90,0,0,-90,-0.3633688978711996,0.30612067369594675,0.3282072179788684,-1.573033129357316,0.09151715332202899,-1.6138036654723913
-90,-90,-90,-90,0,0,-60,-0.3629733774282043,0.3065394804940729,0.3287071806807733,-1.5726029617667647,-0.022346086428616938,-1.6092886243710327
-90,-90,-90,-90,0,0,-30,-0.36261903769155684,0.3069201646907133,0.3291534627568532,-1.5722653315416555,-0.0724655332748073,-1.6053767991393937
-90,-90,-90,-90,0,0,0,-0.3623014503274519,0.30726577811791433,0.3295519789659858,-1.5719875917410382,-0.06521479901126429,-1.601942302879351
-90,-90,-90,-90,0,0,30,-0.3620166982219411,0.30757926114455786,0.32990821855241126,-1.5717614203628458,-0.0063304693306864565,-1.5988955685480684
-90,-90,-90,-90,0,0,60,-0.361761290877023,0.3078633294589612,0.33022673457877966,-1.5715839690085538,0.09902447438721976,-1.5961720497683534
-90,-90,-90,-90,0,0,90,-0.36153213034869597,0.30812054599191224,0.3305116862993039,-1.5714529489049731,0.24620319942851462,-1.5937266868982656
-90,-90,-90,-90,0,30,-90,-0.3661899840463225,0.3029743693858863,0.3306331328070195,-1.572614205395171,0.0644433586887713,-1.6437529053359785
-90,-90,-90,-90,0,30,-60,-0.37059745280625567,0.29854680931404826,0.33077083197175394,-1.5734326092344924,-0.04681646974201534,-1.6885785453445374
-90,-90,-90,-90,0,30,-30,-0.37473100100163914,0.2947352103183618,0.3309174682649586,-1.5739882782329222,-0.09460699730625431,-1.7289627968701196
-90,-90,-90,-90,0,30,0,-0.3785805094200435,0.2914510364478343,0.33106689434317504,-1.5743200956735233,-0.0852628557274706,-1.7654739663985788
-90,-90,-90,-90,0,30,30,-0.38214541240552324,0.2886174535079898,0.33121468223750133,-1.5744814235989382,-0.02448989545876014,-1.7985446250220711
-90,-90,-90,-90,0,30,60,-0.3854318033497276,0.2861687962896613,0.3313578853912791,-1.5745462953404734,0.08257336787142298,-1.8285200661687548
-90,-90,-90,-90,0,30,90,-0.3884502579639221,0.28404911439190694,0.33149476734083194,-1.574600492368704,0.2312999314683892,-1.8557018197015147
-90,-90,-90,-90,0,60,-90,-0.3974038545215166,0.27843020689615733,0.33157829324507715,-1.5749916440756275,0.050804647927088775,-1.93135683579506
